Country,Year,Status,Life expectancy,Population,Alcohol,Polio, HIV/AIDS
Guyana,2006,Developing,65.2,74961.0,7.04,92.0,1.1
Guyana,2005,Developing,65.0,75946.0,7.35,93.0,1.8
Guyana,2004,Developing,65.1,751652.0,7.84,91.0,1.9
Guyana,2003,Developing,65.3,751857.0,7.93,91.0,2.1
Guyana,2002,Developing,65.3,751884.0,7.73,93.0,2.3
Guyana,2001,Developing,65.4,752263.0,6.71,9.0,1.7
Guyana,2000,Developing,65.4,75331.0,6.63,79.0,1.1
Haiti,2014,Developing,63.1,1572466.0,0.01,55.0,0.5
Haiti,2013,Developing,62.7,1431776.0,5.68,67.0,0.5
Haiti,2012,Developing,62.3,128921.0,5.68,67.0,0.8
Haiti,2011,Developing,62.3,114554.0,5.68,67.0,1.5
Haiti,2010,Developing,36.3,9999617.0,5.76,66.0,1.9
Haiti,2009,Developing,62.5,985287.0,5.85,65.0,2.0
Haiti,2008,Developing,62.1,97529.0,5.95,64.0,2.4
Haiti,2007,Developing,61.8,9556889.0,6.08,62.0,2.7
Haiti,2006,Developing,61.1,949457.0,6.18,61.0,3.3
Haiti,2005,Developing,65.0,926344.0,5.57,6.0,3.9
Haiti,2004,Developing,58.7,9119178.0,6.1,58.0,4.3
Haiti,2003,Developing,59.7,8976552.0,6.64,56.0,4.6
Haiti,2002,Developing,59.3,8834733.0,6.1,54.0,4.8
Haiti,2001,Developing,58.9,8692567.0,6.22,52.0,5.0
Haiti,2000,Developing,58.6,85492.0,4.79,5.0,5.1
Honduras,2014,Developing,74.5,889216.0,2.87,97.0,0.3
Honduras,2013,Developing,74.3,8657785.0,3.11,97.0,0.4
Honduras,2012,Developing,74.1,855646.0,3.11,97.0,0.4
Honduras,2011,Developing,73.9,83516.0,3.1,97.0,0.4
Honduras,2010,Developing,73.6,8194778.0,3.1,97.0,0.4
Honduras,2009,Developing,73.4,83521.0,3.08,97.0,0.5
Honduras,2008,Developing,73.2,7872658.0,3.14,93.0,0.6
Honduras,2007,Developing,73.0,777972.0,3.16,94.0,0.7
Honduras,2006,Developing,72.8,754146.0,3.23,94.0,0.8
Honduras,2005,Developing,72.5,737343.0,3.23,98.0,0.9
Honduras,2004,Developing,72.2,724153.0,3.02,94.0,1.2
Honduras,2003,Developing,71.9,733821.0,3.04,92.0,1.4
Honduras,2002,Developing,71.6,6863157.0,3.09,95.0,1.5
Honduras,2001,Developing,71.3,669361.0,2.74,99.0,1.6
Honduras,2000,Developing,71.0,6524283.0,2.61,88.0,1.7
Hungary,2014,Developed,75.6,9866468.0,0.01,99.0,0.1
Hungary,2013,Developed,75.5,989382.0,10.88,99.0,0.1
Hungary,2012,Developed,75.0,992362.0,11.27,99.0,0.1
Hungary,2011,Developed,74.8,9971727.0,11.51,99.0,0.1
Hungary,2010,Developed,74.5,123.0,10.78,99.0,0.1
Hungary,2009,Developed,74.2,12265.0,11.46,99.0,0.1
Hungary,2008,Developed,74.1,138188.0,11.64,99.0,0.1
Hungary,2007,Developed,73.5,15578.0,12.55,99.0,0.1
Hungary,2006,Developed,73.4,17137.0,13.16,99.0,0.1
Hungary,2005,Developed,72.9,18765.0,12.94,99.0,0.1
Hungary,2004,Developed,72.9,117146.0,13.28,99.0,0.1
Hungary,2003,Developed,72.5,1129552.0,13.24,99.0,0.1
Hungary,2002,Developed,72.5,115868.0,13.29,98.0,0.1
Hungary,2001,Developed,72.3,1187576.0,13.18,99.0,0.1
Hungary,2000,Developed,71.7,121971.0,12.22,99.0,0.1
Iceland,2014,Developed,82.5,327386.0,7.45,9.0,0.1
Iceland,2013,Developed,82.4,323764.0,7.31,91.0,0.1
Iceland,2012,Developed,82.5,32716.0,7.81,89.0,0.1
Iceland,2011,Developed,82.1,31914.0,8.13,95.0,0.1
Iceland,2010,Developed,81.8,31841.0,8.25,96.0,0.1
Iceland,2009,Developed,81.6,318499.0,10.22,96.0,0.1
Iceland,2008,Developed,81.4,317414.0,8.49,98.0,0.1
Iceland,2007,Developed,81.3,311566.0,7.53,97.0,0.1
Iceland,2006,Developed,81.1,33782.0,7.2,97.0,0.1
Iceland,2005,Developed,81.0,296734.0,7.05,95.0,0.1
Iceland,2004,Developed,88.0,29274.0,6.79,99.0,0.1
Iceland,2003,Developed,87.0,289521.0,6.61,97.0,0.1
Iceland,2002,Developed,84.0,287523.0,6.61,95.0,0.1
Iceland,2001,Developed,80.0,284968.0,6.37,92.0,0.1
Iceland,2000,Developed,79.7,28125.0,6.17,98.0,0.1
India,2014,Developing,68.0,1293859294.0,3.07,84.0,0.2
India,2013,Developing,67.6,127856227.0,3.11,82.0,0.2
India,2012,Developing,67.3,126365852.0,3.1,79.0,0.2
India,2011,Developing,66.8,124723629.0,3.0,79.0,0.2
India,2010,Developing,66.4,12398691.0,2.77,76.0,0.2
India,2009,Developing,66.0,121427132.0,2.5,73.0,0.2
India,2008,Developing,65.5,119714696.0,1.93,69.0,0.3
India,2007,Developing,65.2,1179681239.0,1.59,67.0,0.3
India,2006,Developing,64.8,1161977719.0,1.37,66.0,0.3
India,2005,Developing,64.4,1144118674.0,1.27,65.0,0.3
India,2004,Developing,64.0,1126135777.0,1.2,58.0,0.3
India,2003,Developing,63.7,11827848.0,1.19,57.0,0.3
India,2002,Developing,63.3,18987112.0,1.1,58.0,0.3
India,2001,Developing,62.9,171477855.0,1.0,58.0,0.3
India,2000,Developing,62.5,1535912.0,0.93,57.0,0.3
Indonesia,2014,Developing,68.9,255131116.0,0.09,8.0,0.3
Indonesia,2013,Developing,68.7,25232263.0,0.09,86.0,0.3
Indonesia,2012,Developing,68.5,248883232.0,0.08,84.0,0.3
Indonesia,2011,Developing,68.3,24577511.0,0.08,81.0,0.3
Indonesia,2010,Developing,68.1,242524123.0,0.08,82.0,0.3
Indonesia,2009,Developing,67.9,23934478.0,0.08,85.0,0.3
Indonesia,2008,Developing,67.7,236159276.0,0.07,83.0,0.2
Indonesia,2007,Developing,67.5,232989141.0,0.06,77.0,0.2
Indonesia,2006,Developing,67.3,22983822.0,0.06,78.0,0.1
Indonesia,2005,Developing,67.2,22671273.0,0.06,79.0,0.1
Indonesia,2004,Developing,65.3,223614649.0,0.06,79.0,0.1
Indonesia,2003,Developing,66.9,22545214.0,0.05,8.0,0.1
Indonesia,2002,Developing,66.7,2175859.0,0.05,8.0,0.1
Indonesia,2001,Developing,66.5,2145652.0,0.06,77.0,0.1
Indonesia,2000,Developing,66.3,21154429.0,0.06,72.0,0.1
Iraq,2014,Developing,67.9,3568.0,0.01,67.0,0.1
Iraq,2013,Developing,69.5,33883145.0,0.01,7.0,0.1
Iraq,2012,Developing,76.0,32776571.0,0.01,7.0,0.1
Iraq,2011,Developing,77.0,3172753.0,0.17,8.0,0.1
Iraq,2010,Developing,76.0,376271.0,0.19,74.0,0.1
Iraq,2009,Developing,74.0,29894652.0,0.2,78.0,0.1
Iraq,2008,Developing,69.3,29111417.0,0.17,71.0,0.1
Iraq,2007,Developing,65.9,2839433.0,0.14,74.0,0.1
Iraq,2006,Developing,64.7,27697912.0,0.03,63.0,0.1
Iraq,2005,Developing,66.8,278426.0,0.18,69.0,0.1
Iraq,2004,Developing,67.2,2631669.0,0.32,69.0,0.1
Iraq,2003,Developing,66.5,25627626.0,0.07,73.0,0.1
Iraq,2002,Developing,74.0,24939299.0,0.15,76.0,0.1
Iraq,2001,Developing,72.0,24251649.0,0.17,8.0,0.1
Iraq,2000,Developing,70.0,23565413.0,0.2,83.0,0.1
Ireland,2014,Developed,81.2,4617225.0,10.75,96.0,0.1
Ireland,2013,Developed,81.0,4598294.0,10.49,96.0,0.1
Ireland,2012,Developed,85.0,4586897.0,11.49,95.0,0.1
Ireland,2011,Developed,84.0,4576794.0,11.72,95.0,0.1
Ireland,2010,Developed,86.0,456155.0,11.88,94.0,0.1
Ireland,2009,Developed,79.7,4535375.0,11.41,94.0,0.1
Ireland,2008,Developed,79.8,4489544.0,12.66,93.0,0.1
Ireland,2007,Developed,79.5,4398942.0,13.59,92.0,0.1
Ireland,2006,Developed,79.0,4273591.0,13.44,91.0,0.1
Ireland,2005,Developed,78.7,4159914.0,13.31,9.0,0.1
Ireland,2004,Developed,78.3,47262.0,13.32,89.0,0.1
Ireland,2003,Developed,78.0,3996521.0,13.24,86.0,0.1
Ireland,2002,Developed,77.4,3931947.0,14.17,83.0,0.1
Ireland,2001,Developed,77.0,3866243.0,14.27,84.0,0.1
Ireland,2000,Developed,76.4,385174.0,14.07,86.0,0.1
Israel,2014,Developing,82.2,82157.0,2.62,95.0,0.1
Israel,2013,Developing,82.1,8595.0,2.69,96.0,0.1
Israel,2012,Developing,81.8,7915.0,2.78,94.0,0.1
Israel,2011,Developing,81.8,77658.0,2.67,94.0,0.1
Israel,2010,Developing,81.7,76236.0,2.63,95.0,0.1
Israel,2009,Developing,81.5,74856.0,2.55,96.0,0.1
Israel,2008,Developing,81.0,7388.0,2.47,94.0,0.1
Israel,2007,Developing,84.0,7181.0,2.33,95.0,0.1
Israel,2006,Developing,84.0,7537.0,2.23,94.0,0.1
Israel,2005,Developing,80.0,6931.0,2.41,95.0,0.1
Israel,2004,Developing,81.0,689.0,2.23,95.0,0.1
Israel,2003,Developing,79.7,66897.0,2.32,93.0,0.1
Israel,2002,Developing,79.3,657.0,2.47,91.0,0.1
Israel,2001,Developing,79.3,6439.0,2.53,93.0,0.1
Israel,2000,Developing,78.9,6289.0,2.53,93.0,0.1
Italy,2014,Developed,82.5,678914.0,7.56,95.0,0.1
Italy,2013,Developed,82.3,6233948.0,7.35,96.0,0.1
Italy,2012,Developed,82.0,59539717.0,7.49,96.0,0.1
Italy,2011,Developed,82.0,59379449.0,6.98,96.0,0.1
Italy,2010,Developed,81.8,59277417.0,6.95,96.0,0.1
Italy,2009,Developed,81.6,5995365.0,7.25,96.0,0.1
Italy,2008,Developed,81.5,58826731.0,7.96,96.0,0.1
Italy,2007,Developed,81.3,5843831.0,8.37,97.0,0.1
Italy,2006,Developed,81.2,58143979.0,8.44,97.0,0.1
Italy,2005,Developed,88.0,57969484.0,8.65,97.0,0.1
Italy,2004,Developed,89.0,57685327.0,8.98,97.0,0.1
Italy,2003,Developed,79.9,5731323.0,9.3,97.0,0.1
Italy,2002,Developed,80.0,57597.0,9.25,96.0,0.1
Italy,2001,Developed,79.8,569741.0,9.69,96.0,0.1
Italy,2000,Developed,79.4,5694218.0,9.78,97.0,0.1
Jamaica,2014,Developing,75.8,286287.0,3.83,93.0,0.5
Jamaica,2013,Developing,75.6,285187.0,3.79,86.0,0.6
Jamaica,2012,Developing,75.3,284992.0,3.65,96.0,0.5
Jamaica,2011,Developing,75.2,2829493.0,3.58,93.0,0.6
Jamaica,2010,Developing,75.0,281721.0,3.55,94.0,0.5
Jamaica,2009,Developing,74.7,28482.0,3.33,9.0,0.6
Jamaica,2008,Developing,74.5,279122.0,3.51,91.0,0.4
Jamaica,2007,Developing,74.2,2775467.0,3.64,94.0,0.9
Jamaica,2006,Developing,74.0,276279.0,3.63,99.0,1.5
Jamaica,2005,Developing,73.5,2744673.0,3.59,99.0,1.9
Jamaica,2004,Developing,73.3,2728777.0,3.67,97.0,2.3
Jamaica,2003,Developing,73.1,2712511.0,3.48,99.0,2.3
Jamaica,2002,Developing,73.0,2695446.0,3.76,99.0,2.3
Jamaica,2001,Developing,72.7,267711.0,3.89,99.0,2.2
Jamaica,2000,Developing,72.6,2656864.0,3.46,95.0,2.2
Japan,2014,Developed,83.5,127276.0,0.01,99.0,0.1
Japan,2013,Developed,83.5,127445.0,7.55,99.0,0.1
Japan,2012,Developed,83.3,127629.0,7.39,99.0,0.1
Japan,2011,Developed,82.5,127833.0,7.39,96.0,0.1
Japan,2010,Developed,83.0,1287.0,6.9,98.0,0.1
Japan,2009,Developed,83.0,12847.0,7.09,99.0,0.1
Japan,2008,Developed,82.7,12863.0,7.11,98.0,0.1
Japan,2007,Developed,82.6,1281.0,7.29,97.0,0.1
Japan,2006,Developed,82.4,127854.0,7.49,95.0,0.1
Japan,2005,Developed,82.0,127773.0,7.99,95.0,0.1
Japan,2004,Developed,82.1,127761.0,7.7,97.0,0.1
Japan,2003,Developed,81.9,127718.0,7.83,97.0,0.1
Japan,2002,Developed,81.8,127445.0,7.87,89.0,0.1
Japan,2001,Developed,81.5,127149.0,8.03,81.0,0.1
Japan,2000,Developed,81.1,126843.0,7.97,98.0,0.1
Jordan,2014,Developing,74.0,88936.0,0.41,98.0,0.1
Jordan,2013,Developing,73.9,8413464.0,0.4,98.0,0.1
Jordan,2012,Developing,73.7,7992573.0,0.41,98.0,0.1
Jordan,2011,Developing,73.6,7574943.0,0.43,98.0,0.1
Jordan,2010,Developing,73.4,718239.0,0.51,98.0,0.1
Jordan,2009,Developing,73.3,6821116.0,0.59,98.0,0.1
Jordan,2008,Developing,73.1,6489822.0,0.61,98.0,0.1
Jordan,2007,Developing,73.0,6193191.0,0.6,98.0,0.1
Jordan,2006,Developing,72.8,5934232.0,0.59,98.0,0.1
Jordan,2005,Developing,72.4,5714111.0,0.55,95.0,0.1
Jordan,2004,Developing,72.5,5535595.0,0.54,95.0,0.1
Jordan,2003,Developing,72.3,5396774.0,0.54,97.0,0.1
Jordan,2002,Developing,72.1,5287488.0,0.54,95.0,0.1
Jordan,2001,Developing,71.9,5193482.0,0.55,97.0,0.1
Jordan,2000,Developing,71.7,51313.0,0.49,94.0,0.1
Kazakhstan,2014,Developing,69.9,17289224.0,6.29,95.0,0.1
Kazakhstan,2013,Developing,69.5,1735275.0,6.48,98.0,0.1
Kazakhstan,2012,Developing,69.1,16791425.0,6.82,98.0,0.1
Kazakhstan,2011,Developing,68.5,165566.0,6.63,99.0,0.1
Kazakhstan,2010,Developing,67.8,16321581.0,6.83,98.0,0.1
Kazakhstan,2009,Developing,67.8,169271.0,6.64,99.0,0.1
Kazakhstan,2008,Developing,66.6,15674.0,7.6,99.0,0.1
Kazakhstan,2007,Developing,65.3,15484192.0,7.44,94.0,0.1
Kazakhstan,2006,Developing,65.0,153884.0,7.08,99.0,0.1
Kazakhstan,2005,Developing,64.6,1514729.0,6.94,99.0,0.1
Kazakhstan,2004,Developing,64.7,1512985.0,6.55,99.0,0.1
Kazakhstan,2003,Developing,64.4,149918.0,6.58,99.0,0.1
Kazakhstan,2002,Developing,64.7,14858948.0,5.99,95.0,0.1
Kazakhstan,2001,Developing,64.4,14858335.0,5.75,95.0,0.1
Kazakhstan,2000,Developing,63.9,14883626.0,6.0,96.0,0.1
Kenya,2014,Developing,62.9,462425.0,0.01,93.0,2.9
Kenya,2013,Developing,62.6,44826849.0,1.84,94.0,3.0
Kenya,2012,Developing,62.1,43646629.0,1.81,94.0,3.0
Kenya,2011,Developing,61.2,42486839.0,1.8,97.0,3.4
Kenya,2010,Developing,63.0,4135152.0,1.73,9.0,4.3
Kenya,2009,Developing,59.1,423724.0,1.86,89.0,5.0
Kenya,2008,Developing,57.9,39148416.0,1.71,88.0,6.4
Kenya,2007,Developing,56.8,388599.0,1.97,76.0,9.1
Kenya,2006,Developing,55.3,37525.0,1.76,77.0,10.3
Kenya,2005,Developing,54.1,3648288.0,1.82,7.0,11.6
Kenya,2004,Developing,53.0,3574931.0,1.43,73.0,13.2
Kenya,2003,Developing,52.4,3413852.0,1.49,75.0,14.5
Kenya,2002,Developing,52.1,332149.0,1.66,83.0,15.7
Kenya,2001,Developing,51.9,32321482.0,1.63,77.0,16.9
Kenya,2000,Developing,51.9,3145483.0,1.51,8.0,18.1
Kiribati,2014,Developing,66.1,11458.0,0.01,79.0,0.1
Kiribati,2013,Developing,65.8,18535.0,0.01,91.0,0.1
Kiribati,2012,Developing,65.7,16613.0,0.01,92.0,0.1
Kiribati,2011,Developing,65.5,14656.0,0.53,95.0,0.1
Kiribati,2010,Developing,65.3,12652.0,0.48,95.0,0.1
Kiribati,2009,Developing,65.2,1568.0,0.54,84.0,0.1
Kiribati,2008,Developing,65.1,9844.0,0.46,74.0,0.1
Kiribati,2007,Developing,65.0,96311.0,0.68,93.0,0.1
Kiribati,2006,Developing,65.0,9426.0,0.76,86.0,0.1
Kiribati,2005,Developing,64.9,92325.0,0.6,74.0,0.1
Kiribati,2004,Developing,64.8,9542.0,0.48,61.0,0.1
Kiribati,2003,Developing,64.7,88895.0,0.5,79.0,0.1
Kiribati,2002,Developing,64.6,87343.0,0.49,96.0,0.1
Kiribati,2001,Developing,64.3,85858.0,0.6,88.0,0.1
Kiribati,2000,Developing,64.1,8446.0,0.46,9.0,0.1
Latvia,2014,Developed,74.4,1993782.0,0.01,92.0,0.1
Latvia,2013,Developed,74.1,212647.0,10.37,94.0,0.1
Latvia,2012,Developed,73.8,234319.0,10.21,91.0,0.1
Latvia,2011,Developed,73.6,25979.0,10.14,92.0,0.1
Latvia,2010,Developed,72.8,297555.0,9.8,92.0,0.1
Latvia,2009,Developed,72.6,2141669.0,9.85,94.0,0.1
Latvia,2008,Developed,71.9,2177322.0,11.84,94.0,0.1
Latvia,2007,Developed,78.0,22325.0,12.12,94.0,0.1
Latvia,2006,Developed,75.0,2218357.0,10.4,96.0,0.1
Latvia,2005,Developed,76.0,2238799.0,9.92,99.0,0.1
Latvia,2004,Developed,71.0,2263122.0,8.81,99.0,0.1
Latvia,2003,Developed,78.0,2287955.0,8.24,98.0,0.1
Latvia,2002,Developed,73.0,231173.0,7.44,98.0,0.1
Latvia,2001,Developed,69.9,233717.0,6.68,97.0,0.1
Latvia,2000,Developed,71.0,236755.0,7.13,96.0,0.1
Lebanon,2014,Developing,74.8,563279.0,1.32,75.0,0.1
Lebanon,2013,Developing,74.9,527612.0,1.29,75.0,0.1
Lebanon,2012,Developing,75.0,491644.0,1.53,75.0,0.1
Lebanon,2011,Developing,75.0,4588368.0,1.57,75.0,0.1
Lebanon,2010,Developing,74.9,4337141.0,1.58,75.0,0.1
Lebanon,2009,Developing,74.7,4183156.0,1.62,75.0,0.1
Lebanon,2008,Developing,74.5,411147.0,1.67,75.0,0.1
Lebanon,2007,Developing,74.4,486466.0,1.72,75.0,0.1
Lebanon,2006,Developing,74.1,45735.0,1.82,75.0,0.1
Lebanon,2005,Developing,73.9,3986852.0,1.94,74.0,0.1
Lebanon,2004,Developing,73.7,3863267.0,2.1,74.0,0.1
Lebanon,2003,Developing,73.5,371464.0,2.19,74.0,0.1
Lebanon,2002,Developing,73.2,3522837.0,1.98,77.0,0.1
Lebanon,2001,Developing,73.0,3359859.0,2.19,8.0,0.1
Lebanon,2000,Developing,72.7,3235366.0,2.26,83.0,0.1
Lesotho,2014,Developing,52.1,2145785.0,0.01,9.0,9.4
Lesotho,2013,Developing,52.1,2117361.0,0.01,9.0,9.6
Lesotho,2012,Developing,52.2,289928.0,0.01,93.0,9.0
Lesotho,2011,Developing,52.3,264166.0,2.39,95.0,10.5
Lesotho,2010,Developing,51.1,24551.0,2.71,92.0,13.4
Lesotho,2009,Developing,49.4,21929.0,2.75,89.0,18.2
Lesotho,2008,Developing,47.8,199993.0,2.75,86.0,27.3
Lesotho,2007,Developing,46.2,1982287.0,2.69,87.0,30.0
Lesotho,2006,Developing,45.3,1965662.0,2.61,88.0,34.1
Lesotho,2005,Developing,44.5,1949543.0,2.67,88.0,34.8
Lesotho,2004,Developing,44.8,1933728.0,1.8,89.0,34.6
Lesotho,2003,Developing,45.5,191897.0,1.99,9.0,33.8
Lesotho,2002,Developing,46.4,192312.0,2.95,84.0,32.5
Lesotho,2001,Developing,47.8,1885955.0,2.86,78.0,31.2
Lesotho,2000,Developing,49.3,1868699.0,3.1,82.0,29.8
Liberia,2014,Developing,58.1,439737.0,0.01,49.0,0.9
Liberia,2013,Developing,61.1,4286291.0,0.01,75.0,1.1
Liberia,2012,Developing,67.0,4181563.0,0.01,8.0,1.2
Liberia,2011,Developing,62.0,47167.0,3.72,77.0,1.5
Liberia,2010,Developing,59.7,3948125.0,3.64,71.0,1.8
Liberia,2009,Developing,59.2,3811528.0,3.75,84.0,2.1
Liberia,2008,Developing,58.6,3662993.0,3.88,79.0,2.4
Liberia,2007,Developing,57.9,3512932.0,4.03,67.0,2.8
Liberia,2006,Developing,56.7,3375838.0,4.05,66.0,3.0
Liberia,2005,Developing,55.3,326123.0,4.19,66.0,3.1
Liberia,2004,Developing,54.0,3176414.0,4.24,47.0,3.2
Liberia,2003,Developing,50.0,3116233.0,4.21,49.0,3.2
Liberia,2002,Developing,56.0,362863.0,4.27,51.0,3.1
Liberia,2001,Developing,51.5,2991132.0,4.4,54.0,3.1
Liberia,2000,Developing,51.9,2884522.0,4.46,56.0,3.1
Lithuania,2014,Developed,73.4,2932367.0,15.19,93.0,0.1
Lithuania,2013,Developed,73.0,2957689.0,15.04,93.0,0.1
Lithuania,2012,Developed,73.0,2987773.0,15.14,93.0,0.1
Lithuania,2011,Developed,72.8,328115.0,12.66,92.0,0.1
Lithuania,2010,Developed,72.4,397282.0,12.9,95.0,0.1
Lithuania,2009,Developed,72.2,3162916.0,12.4,98.0,0.1
Lithuania,2008,Developed,71.1,3198231.0,13.3,96.0,0.1
Lithuania,2007,Developed,72.0,3231294.0,13.4,95.0,0.1
Lithuania,2006,Developed,76.0,326999.0,12.7,94.0,0.1
Lithuania,2005,Developed,78.0,3322528.0,12.3,93.0,0.1
Lithuania,2004,Developed,71.6,337775.0,12.1,9.0,0.1
Lithuania,2003,Developed,71.6,3415213.0,11.29,91.0,0.1
Lithuania,2002,Developed,71.4,344367.0,11.0,97.0,0.1
Lithuania,2001,Developed,71.2,347818.0,10.2,97.0,0.1
Lithuania,2000,Developed,71.6,3499536.0,9.87,92.0,0.1
Luxembourg,2014,Developed,81.7,556319.0,11.12,99.0,0.1
Luxembourg,2013,Developed,81.4,54336.0,11.02,99.0,0.1
Luxembourg,2012,Developed,81.1,53946.0,11.34,99.0,0.1
Luxembourg,2011,Developed,88.0,518347.0,11.5,96.0,0.1
Luxembourg,2010,Developed,86.0,56953.0,11.36,96.0,0.1
Luxembourg,2009,Developed,83.0,497783.0,11.42,96.0,0.1
Luxembourg,2008,Developed,80.0,48865.0,11.53,96.0,0.1
Luxembourg,2007,Developed,79.7,479993.0,11.75,96.0,0.1
Luxembourg,2006,Developed,79.4,472637.0,11.98,99.0,0.1
Luxembourg,2005,Developed,78.8,465158.0,11.84,99.0,0.1
Luxembourg,2004,Developed,78.7,45895.0,12.42,99.0,0.1
Luxembourg,2003,Developed,78.6,45163.0,12.61,99.0,0.1
Luxembourg,2002,Developed,78.3,446175.0,12.91,99.0,0.1
Luxembourg,2001,Developed,78.0,441525.0,12.89,99.0,0.1
Luxembourg,2000,Developed,77.8,4363.0,13.14,99.0,0.1
Madagascar,2014,Developing,65.1,2358981.0,0.01,73.0,0.3
Madagascar,2013,Developing,64.7,22961146.0,0.87,73.0,0.4
Madagascar,2012,Developing,64.3,22346573.0,0.87,71.0,0.4
Madagascar,2011,Developing,63.8,21743949.0,0.97,73.0,0.4
Madagascar,2010,Developing,63.3,2115164.0,1.03,7.0,0.5
Madagascar,2009,Developing,62.8,2569121.0,0.91,76.0,0.5
Madagascar,2008,Developing,62.3,19996469.0,0.68,77.0,0.5
Madagascar,2007,Developing,61.9,19433523.0,0.71,83.0,0.6
Madagascar,2006,Developing,61.4,1888268.0,0.68,83.0,0.6
Madagascar,2005,Developing,69.0,18336724.0,0.72,8.0,0.6
Madagascar,2004,Developing,64.0,1782997.0,0.81,74.0,0.6
Madagascar,2003,Developing,59.9,17279141.0,0.93,65.0,0.7
Madagascar,2002,Developing,59.3,16765117.0,0.9,61.0,0.7
Madagascar,2001,Developing,58.7,1626932.0,1.05,6.0,0.7
Madagascar,2000,Developing,57.9,1576686.0,1.16,58.0,0.6
Malawi,2014,Developing,57.6,1768838.0,0.01,87.0,5.1
Malawi,2013,Developing,56.7,16577147.0,0.01,89.0,6.3
Malawi,2012,Developing,55.3,169735.0,0.01,95.0,8.3
Malawi,2011,Developing,54.1,15627618.0,1.23,97.0,11.2
Malawi,2010,Developing,52.9,1516795.0,1.08,86.0,13.7
Malawi,2009,Developing,51.5,1471462.0,1.16,93.0,14.9
Malawi,2008,Developing,50.0,14271234.0,1.27,92.0,16.9
Malawi,2007,Developing,48.5,1384969.0,1.18,88.0,19.3
Malawi,2006,Developing,47.1,13429262.0,1.18,99.0,21.1
Malawi,2005,Developing,46.0,1339711.0,1.04,94.0,22.4
Malawi,2004,Developing,45.1,1267638.0,1.11,94.0,23.4
Malawi,2003,Developing,44.6,12336687.0,1.08,85.0,24.2
Malawi,2002,Developing,44.0,1213711.0,1.1,79.0,24.7
Malawi,2001,Developing,43.5,11695863.0,1.15,86.0,25.1
Malawi,2000,Developing,43.1,11376172.0,1.18,73.0,25.5
Malaysia,2014,Developing,74.8,322817.0,0.52,97.0,0.1
Malaysia,2013,Developing,74.6,2976724.0,0.53,97.0,0.1
Malaysia,2012,Developing,74.5,2917456.0,0.53,97.0,0.1
Malaysia,2011,Developing,74.3,28635128.0,0.51,96.0,0.1
Malaysia,2010,Developing,74.1,28112289.0,0.49,96.0,0.1
Malaysia,2009,Developing,74.0,2765383.0,0.47,97.0,0.1
Malaysia,2008,Developing,73.8,2711169.0,0.47,97.0,0.1
Malaysia,2007,Developing,73.7,26625845.0,0.43,97.0,0.1
Malaysia,2006,Developing,73.6,26143566.0,0.42,95.0,0.1
Malaysia,2005,Developing,73.4,25659393.0,0.46,96.0,0.1
Malaysia,2004,Developing,73.2,2517419.0,0.49,95.0,0.1
Malaysia,2003,Developing,73.1,2468873.0,0.48,96.0,0.1
Malaysia,2002,Developing,72.9,24198811.0,0.49,94.0,0.1
Malaysia,2001,Developing,72.7,2369897.0,0.53,95.0,0.1
Malaysia,2000,Developing,72.4,2318568.0,0.54,98.0,0.1
Maldives,2014,Developing,78.2,41.0,0.01,99.0,0.1
Maldives,2013,Developing,77.9,393.0,0.01,99.0,0.1
Maldives,2012,Developing,77.6,385.0,0.01,99.0,0.1
Maldives,2011,Developing,77.3,377.0,1.92,96.0,0.1
Maldives,2010,Developing,76.7,367.0,1.83,97.0,0.1
Maldives,2009,Developing,76.3,36.0,1.59,98.0,0.1
Maldives,2008,Developing,75.9,362.0,1.76,98.0,0.1
Maldives,2007,Developing,75.4,349.0,1.78,98.0,0.1
Maldives,2006,Developing,75.0,333.0,1.62,98.0,0.1
Maldives,2005,Developing,74.3,321.0,1.47,98.0,0.1
Maldives,2004,Developing,73.4,312.0,1.6,96.0,0.1
Maldives,2003,Developing,72.7,34.0,1.75,98.0,0.1
Maldives,2002,Developing,71.8,297.0,1.95,98.0,0.1
Maldives,2001,Developing,78.0,292.0,1.98,97.0,0.1
Maldives,2000,Developing,69.6,286.0,1.83,98.0,0.1
Mali,2014,Developing,57.8,16962846.0,0.01,74.0,1.6
Mali,2013,Developing,57.3,16477818.0,0.01,7.0,1.6
Mali,2012,Developing,57.2,16667.0,0.01,72.0,1.5
Mali,2011,Developing,56.8,1554989.0,0.61,72.0,1.5
Mali,2010,Developing,56.5,157585.0,0.6,77.0,1.5
Mali,2009,Developing,56.0,1466597.0,0.59,77.0,1.6
Mali,2008,Developing,55.5,14138216.0,0.57,74.0,1.6
Mali,2007,Developing,55.0,1367566.0,0.55,76.0,1.7
Mali,2006,Developing,54.3,1322764.0,0.53,79.0,1.8
Mali,2005,Developing,53.6,12798763.0,0.55,78.0,1.9
Mali,2004,Developing,52.8,1239196.0,0.49,7.0,2.0
Mali,2003,Developing,52.0,125128.0,0.54,67.0,2.2
Mali,2002,Developing,51.2,11638929.0,0.53,65.0,2.3
Mali,2001,Developing,55.0,11293258.0,0.51,56.0,2.4
Mali,2000,Developing,49.8,196769.0,0.47,53.0,2.5
Malta,2014,Developed,81.4,427364.0,8.49,99.0,0.1
Malta,2013,Developed,81.1,423374.0,8.58,99.0,0.1
